gene	uniprot_chig_id	annot_rank	ko_id	kegg_hit	pfam_hits	chig_description	identified_in_proteomics	unique_onetenth	in_model	detected_in_mplex	ko_all	ec_ko_source	ec_number	ec_source
gene_2084	tr|A0A1B7YCE5|A0A1B7YCE5_COLHI	E				YjfJ protein	NO	False	False	False				
gene_2085	tr|H1UVW8|H1UVW8_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2086	tr|H1VQ00|H1VQ00_COLHI	C	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase [PF01182.23]	Glucosamine-6-phosphate isomerase	NO	False	False	False	K02564	kofam+xlsx	3.5.99.6	kofam/xlsx->KEGG
gene_2087	tr|H1VMN6|H1VMN6_COLHI	D			Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; TAP-like protein [PF08386.13]	Proline iminopeptidase	NO	False	False	False	K01259	kofam	3.4.11.5	kofam/xlsx->KEGG
gene_2091	tr|A0A1B7YX38|A0A1B7YX38_COLHI	E				Flavin containing amine oxidase	NO	False	False	False				
gene_2092	tr|H1V9P8|H1V9P8_COLHI	E				Ankyrin	NO	False	False	False				
gene_2094	tr|H1W4B9|H1W4B9_COLHI	D			Major Facilitator Superfamily [PF07690.19]	Alternative sulfate transporter	NO	False	False	False	K08192	kofam		
gene_2096	tr|A0A1B7YWH0|A0A1B7YWH0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2099	tr|A0A1B7Y563|A0A1B7Y563_COLHI	D			Heterokaryon incompatibility protein (HET) [PF06985.14]	Heterokaryon incompatibility protein	NO	False	False	False				
gene_210	tr|A0A1B7Y3L8|A0A1B7Y3L8_COLHI	C	K03448	MFS transporter, ACS family, pantothenate transporter	Major Facilitator Superfamily [PF07690.19]	Major facilitator superfamily transporter	NO	False	False	False	K03448	xlsx		
gene_2100	tr|A0A1B7Y7D5|A0A1B7Y7D5_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2101	tr|H1VRL5|H1VRL5_COLHI	C	K04709	very-long-chain ceramide synthase [EC:2.3.1.297]	TLC domain [PF03798.19]; TRAM1-like protein [PF08390.14]	TLC domain-containing protein	NO	False	False	False	K04709	kofam+xlsx	2.3.1.297	kofam/xlsx->KEGG
gene_2102	tr|H1VIL5|H1VIL5_COLHI	D			Fungal trichothecene efflux pump (TRI12) [PF06609.16]	Major facilitator superfamily transporter	NO	False	False	False				
gene_2103	tr|A0A1B7YTC4|A0A1B7YTC4_COLHI	E				C2H2 finger domain protein	NO	False	False	False				
gene_2104	tr|A0A1B7XRC4|A0A1B7XRC4_COLHI	D			Condensation domain [PF00668.23]	Nonribosomal peptide synthase	NO	False	False	False				
gene_2107	tr|A0A1B7Y7F0|A0A1B7Y7F0_COLHI	E				F-box domain-containing protein	NO	False	False	False				
gene_2108	tr|H1W4T3|H1W4T3_COLHI	E				MARVEL domain-containing protein	NO	False	False	False				
gene_2109	tr|H1VA35|H1VA35_COLHI	E				MYND finger	NO	False	False	False				
gene_2112	tr|H1VTP7|H1VTP7_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2114	tr|A0A1B7YMQ7|A0A1B7YMQ7_COLHI	D			Sugar (and other) transporter [PF00083.27]	Quinate permease	NO	False	False	False				
gene_2118	tr|A0A1B7YBU8|A0A1B7YBU8_COLHI	C	K02913	large subunit ribosomal protein L33	Ribosomal protein L33 [PF00471.23]	Large ribosomal subunit protein bL33m	NO	False	False	False	K02913	kofam+xlsx		
gene_2121	tr|H1VJM3|H1VJM3_COLHI	D			Cellulase (glycosyl hydrolase family 5) [PF00150.21]; Fungal cellulose binding domain [PF00734.21]	cellulase	NO	False	False	False				
gene_2122	tr|A0A1B7YWR7|A0A1B7YWR7_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2123	tr|A0A1B7YH22|A0A1B7YH22_COLHI	E				LysM domain-containing protein	NO	False	False	False				
gene_2125	tr|A0A1B7YBP0|A0A1B7YBP0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2126	tr|H1VSQ8|H1VSQ8_COLHI	C	K11240	tyrosine-protein phosphatase MSG5 [EC:3.1.3.48]	Dual specificity phosphatase, catalytic domain [PF00782.23]	protein-tyrosine-phosphatase	NO	False	False	False	K11240	kofam+xlsx	3.1.3.48	kofam/xlsx->KEGG
gene_2128	tr|A0A1B7XX89|A0A1B7XX89_COLHI	D			Fungal specific transcription factor domain [PF04082.21]	Fungal specific transcription factor	NO	False	False	False				
gene_2129	tr|A0A1B7XT55|A0A1B7XT55_COLHI	D			Protein of unknown function (DUF1295) [PF06966.15]	Steroid 5-alpha reductase C-terminal domain-containing protein	NO	False	False	False				
gene_213	tr|A0A1B7Y7V6|A0A1B7Y7V6_COLHI	E				Transposase	NO	False	False	False				
gene_2132	tr|A0A1B7YAZ2|A0A1B7YAZ2_COLHI	D			Bacterial protein of unknown function (DUF924) [PF06041.14]	Transmembrane protein	NO	False	False	False				
gene_2135	tr|A0A1B7YPJ8|A0A1B7YPJ8_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2136	tr|H1W4Q9|H1W4Q9_COLHI	D			Protein of unknown function (DUF1524) [PF07510.14]	Secreted protein	NO	False	False	False				
gene_2137	tr|A0A1B7YQW0|A0A1B7YQW0_COLHI	D			Transferase family [PF02458.18]	Enoyl-hydratase isomerase family	NO	False	False	False				
gene_2138	tr|A0A1B7Y2C0|A0A1B7Y2C0_COLHI	E				Extracellular membrane protein CFEM domain-containing protein	NO	False	False	False				
gene_214	tr|H1VBI0|H1VBI0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2144	tr|H1W3N1|H1W3N1_COLHI	D			2OG-Fe(II) oxygenase superfamily [PF03171.23]; non-haem dioxygenase in morphine synthesis N-terminal [PF14226.9]	2OG-Fe(II) oxygenase	NO	False	False	False				
gene_2145	tr|A0A1B7YUZ6|A0A1B7YUZ6_COLHI	E				DUF202 domain-containing protein	NO	False	False	False				
gene_2146	tr|A0A1B7XZ93|A0A1B7XZ93_COLHI	D			Glycosyltransferase family 25 (LPS biosynthesis protein) [PF01755.20]	Lps glycosyltransferase	NO	False	False	False				
gene_2147	tr|A0A1B7YIG7|A0A1B7YIG7_COLHI	E				PPPDE domain-containing protein	NO	False	False	False				
gene_2149	tr|A0A1B7YI30|A0A1B7YI30_COLHI	D			Lipase (class 3) [PF01764.28]	Lipase	NO	False	False	False				
gene_2150	tr|A0A1B7YJB8|A0A1B7YJB8_COLHI	D			Cation efflux family [PF01545.24]	Zinc transporter	NO	False	False	False				
gene_2157	tr|H1VF92|H1VF92_COLHI	D			Flavin-binding monooxygenase-like [PF00743.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.9]	Dimethylaniline monooxygenase	NO	False	False	False				
gene_2158	tr|A0A1B7Y209|A0A1B7Y209_COLHI	D			Capsular polysaccharide synthesis protein [PF05704.15]	Capsule polysaccharide biosynthesis protein	NO	False	False	False				
gene_216	tr|H1VZI4|H1VZI4_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2160	tr|A0A1B7XR89|A0A1B7XR89_COLHI	D			Egh16-like virulence factor [PF11327.11]	Cell surface protein	NO	False	False	False				
gene_2162	tr|A0A1B7Y059|A0A1B7Y059_COLHI	E				NUDIX domain-containing protein	NO	False	False	False				
gene_2165	tr|A0A1B7Y9Z4|A0A1B7Y9Z4_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2167	tr|A0A1B7YH61|A0A1B7YH61_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450	NO	False	False	False				
gene_2168	tr|A0A1B7Y5F0|A0A1B7Y5F0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2169	tr|A0A1B7YET0|A0A1B7YET0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_217	tr|A0A1B7YBI9|A0A1B7YBI9_COLHI	C	K05389	potassium channel subfamily K, other eukaryote	Ion channel [PF07885.19]	Ion channel protein	NO	False	False	False	K05389	kofam+xlsx		
gene_2170	tr|H1VQR2|H1VQR2_COLHI	D			SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]	SNF2 super family protein	NO	False	False	False				
gene_2171	tr|H1W0U3|H1W0U3_COLHI	D			short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Short-chain dehydrogenase/reductase family oxidoreductase	NO	False	False	False	K17644	kofam	1.1.1.349	kofam/xlsx->KEGG
gene_2172	tr|A0A1B7XUH2|A0A1B7XUH2_COLHI	C	K08192	MFS transporter, ACS family, allantoate permease	Major Facilitator Superfamily [PF07690.19]	Allantoate permease	NO	False	False	False	K08192	kofam+xlsx		
gene_2175	tr|A0A1B7YTP5|A0A1B7YTP5_COLHI	C	K15340	DNA cross-link repair 1A protein	DNA repair metallo-beta-lactamase [PF07522.17]; Beta-lactamase superfamily domain [PF12706.10]; Metallo-beta-lactamase superfamily domain [PF16661.8]	DNA repair metallo-beta-lactamase	NO	False	False	False	K15340	kofam+xlsx		
gene_2181	tr|A0A1B7YUP6|A0A1B7YUP6_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2183	tr|A0A1B7Y958|A0A1B7Y958_COLHI	D			Cid1 family poly A polymerase [PF03828.22]; TUTase nucleotidyltransferase domain [PF19088.3]	polynucleotide adenylyltransferase	NO	False	False	False				
gene_2187	tr|A0A1B7Y9F8|A0A1B7Y9F8_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2189	tr|A0A1B7XWI2|A0A1B7XWI2_COLHI	E				Transcription factor TFIIB	NO	False	False	False				
gene_2190	tr|A0A1B7YBP9|A0A1B7YBP9_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2191	tr|H1VZS3|H1VZS3_COLHI	E				Short-chain dehydrogenase/reductase SDR	NO	False	False	False				
gene_2192	tr|H1VKD3|H1VKD3_COLHI	D			Kre9/KNH-like N-terminal Ig-like domain [PF10342.12]	Extracellular matrix protein	NO	False	False	False				
gene_2196	tr|A0A1B7XRJ8|A0A1B7XRJ8_COLHI	D			Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]	Short-chain dehydrogenase/reductase SDR	NO	False	False	False				
gene_22	tr|A0A1B7YH02|A0A1B7YH02_COLHI	E				Transposase	NO	False	True	False				
gene_220	tr|H1VL06|H1VL06_COLHI	E				Pre-mRNA splicing factor	NO	False	False	False				
gene_2201	tr|H1V9C8|H1V9C8_COLHI	D			zinc-RING finger domain [PF14634.9]; Prokaryotic RING finger family 4 [PF14447.9]; Zinc finger, C3HC4 type (RING finger) [PF13923.9]; Zinc finger, C3HC4 type (RING finger) [PF13920.9]; Ring finger domain [PF13639.9]; Zinc finger, C3HC4 type (RING finger) [PF00097.28]	Slx8 protein	NO	False	False	False				
gene_2202	tr|A0A1B7YIW2|A0A1B7YIW2_COLHI	D			Methyltransferase domain [PF13489.9]	Methyltransferase domain-containing protein	NO	False	False	False				
gene_2204	tr|H1V5Y7|H1V5Y7_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450	NO	False	False	False				
gene_2208	tr|A0A1B7Y064|A0A1B7Y064_COLHI	C	K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]	Peptidase family M20/M25/M40	NO	False	False	False	K01439	kofam+xlsx	3.5.1.18	kofam/xlsx->KEGG
gene_221	tr|A0A1B7Y6V7|A0A1B7Y6V7_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2210	tr|A0A1B7XXI9|A0A1B7XXI9_COLHI	D			OPT oligopeptide transporter protein [PF03169.18]	OPT oligopeptide transporter	NO	False	False	False				
gene_2213	tr|A0A1B7XTC0|A0A1B7XTC0_COLHI	E				Had-superfamily subfamily variant 1	NO	False	False	False				
gene_2214	tr|A0A1B7YPV3|A0A1B7YPV3_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2217	tr|A0A1B7XU56|A0A1B7XU56_COLHI	E				C2H2 finger domain-containing protein	NO	False	False	False				
gene_2220	tr|A0A1B7YI33|A0A1B7YI33_COLHI	C	K22134	MFS transporter, DHA2 family, glioxin efflux transporter	Fungal trichothecene efflux pump (TRI12) [PF06609.16]; Major Facilitator Superfamily [PF07690.19]	Major facilitator superfamily transporter	NO	False	False	False	K22134	kofam+xlsx		
gene_2222	tr|H1V3H4|H1V3H4_COLHI	D			Alcohol acetyltransferase [PF07247.15]	L-amino acid oxidase	NO	False	False	False				
gene_2224	tr|A0A1B7YCA3|A0A1B7YCA3_COLHI	D			FAD binding domain [PF01565.26]; Berberine and berberine like [PF08031.15]	FAD binding domain-containing protein	NO	False	True	False				
gene_2226	tr|H1VVC9|H1VVC9_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2227	tr|A0A1B7XT67|A0A1B7XT67_COLHI	C	K03457	nucleobase:cation symporter-1, NCS1 family	Permease for cytosine/purines, uracil, thiamine, allantoin [PF02133.18]	NCS1 nucleoside transporter	NO	False	True	False	K03457	kofam+xlsx		
gene_2232	tr|H1V9G3|H1V9G3_COLHI	D			Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13847.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF08242.15]; Methyltransferase small domain [PF05175.17]; O-methyltransferase domain [PF00891.21]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]	TAM domain methyltransferase	NO	False	False	False				
gene_2233	tr|A0A1B7XTM4|A0A1B7XTM4_COLHI	E				CFEM domain-containing protein	NO	False	False	False				
gene_2234	tr|A0A1B7XZR0|A0A1B7XZR0_COLHI	E				Integral membrane protein	NO	False	False	False				
gene_2236	tr|H1V1W8|H1V1W8_COLHI	D			ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (Cdc48 subfamily) [PF07724.17]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]	AAA family ATPase	NO	False	False	False				
gene_2238	tr|A0A1B7YJR4|A0A1B7YJR4_COLHI	C	K00698	chitin synthase [EC:2.4.1.16]	Chitin synthase [PF03142.18]; Glycosyl transferase family group 2 [PF13632.9]; Glycosyltransferase like family 2 [PF13641.9]	chitin synthase	NO	False	True	False	K00698	kofam+xlsx	2.4.1.16	kofam/xlsx->KEGG
gene_224	tr|A0A1B7YSL6|A0A1B7YSL6_COLHI	E				Aminoglycoside phosphotransferase domain-containing protein	NO	False	False	False				
gene_2240	tr|H1V9A9|H1V9A9_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2241	tr|A0A1B7YJJ7|A0A1B7YJJ7_COLHI	C	K00846	ketohexokinase [EC:2.7.1.3]	pfkB family carbohydrate kinase [PF00294.27]	D-sorbose	NO	False	False	False	K00846	kofam+xlsx	2.7.1.3	kofam/xlsx->KEGG
gene_2244	tr|A0A1B7YWQ6|A0A1B7YWQ6_COLHI	C	K08192	MFS transporter, ACS family, allantoate permease		Major facilitator superfamily transporter	NO	False	False	False	K08192	kofam+xlsx		
gene_2246	tr|H1UZQ3|H1UZQ3_COLHI	C	K00804	geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]	Polyprenyl synthetase [PF00348.20]; Terpene synthase family 2, C-terminal metal binding [PF19086.3]	Polyprenyl synthetase	NO	False	False	False	K00804;K27203	kofam+xlsx	2.5.1.1;2.5.1.10;2.5.1.29;4.2.3.214;4.2.3.215	kofam/xlsx->KEGG
gene_2247	tr|A0A1B7Y3J6|A0A1B7Y3J6_COLHI	D			Family of unknown function (DUF6590) [PF20233.1]	DUF6590 domain-containing protein	NO	False	False	False				
gene_2248	tr|H1VDD9|H1VDD9_COLHI	D			Fatty acid hydroxylase [PF04116.16]	Fatty acid hydroxylase	NO	False	False	False				
gene_2254	tr|A0A1B7YQ93|A0A1B7YQ93_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2257	tr|H1VF93|H1VF93_COLHI	D			Ion channel regulatory protein UNC-93 [PF05978.19]	Duf895 domain membrane protein	NO	False	False	False				
gene_2258	tr|A0A1B7YB71|A0A1B7YB71_COLHI	D			Protein of unknown function (DUF3112) [PF11309.11]	Integral membrane protein	NO	False	False	False				
gene_2259	tr|A0A1B7YER9|A0A1B7YER9_COLHI	D			short chain dehydrogenase [PF00106.28]	Short-chain dehydrogenase	NO	False	False	False				
gene_226	tr|H1V770|H1V770_COLHI	D			Proteolipid membrane potential modulator [PF01679.20]	Stress response rci	NO	False	False	False				
gene_2260	tr|A0A1B7YVV4|A0A1B7YVV4_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2262	tr|A0A1B7XWR5|A0A1B7XWR5_COLHI	E				Siderophore biosynthesis protein	NO	False	False	False				
gene_2266	tr|A0A1B7YC62|A0A1B7YC62_COLHI	D			AMP-binding enzyme [PF00501.31]	AMP-binding enzyme	NO	False	False	False				
gene_2269	tr|A0A1B7Y3B9|A0A1B7Y3B9_COLHI	E				Ankyrin	NO	False	False	False				
gene_2270	tr|H1V681|H1V681_COLHI	D			PLAC8 family [PF04749.20]	PLAC8 family protein	NO	False	False	False				
gene_2272	tr|H1VHJ6|H1VHJ6_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2274	tr|H1VUT9|H1VUT9_COLHI	D			Serine hydrolase (FSH1) [PF03959.16]; Phospholipase/Carboxylesterase [PF02230.19]	Oxidoreductase	NO	False	False	False				
gene_2275	tr|H1UY99|H1UY99_COLHI	D			Eukaryotic aspartyl protease [PF00026.26]; Xylanase inhibitor N-terminal [PF14543.9]	Eukaryotic aspartyl protease	NO	False	False	False				
gene_2277	tr|H1V9I7|H1V9I7_COLHI	E				G2 m phase checkpoint control protein	NO	False	False	False				
gene_2278	tr|A0A1B7YBH0|A0A1B7YBH0_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450	NO	False	False	False	K22992	kofam		
gene_2284	tr|A0A1B7YML9|A0A1B7YML9_COLHI	E				SnoaL-like polyketide cyclase	NO	False	False	False				
gene_2285	tr|H1V4R6|H1V4R6_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450 4A10	NO	False	False	False				
gene_2286	tr|H1VF08|H1VF08_COLHI	E				P450 monooxygenase	NO	False	False	False				
gene_2287	tr|A0A1B7Y768|A0A1B7Y768_COLHI	D			Amino acid permease [PF00324.24]; Amino acid permease [PF13520.9]	Amino acid permease	NO	False	False	False				
gene_2289	tr|A0A1B7XUY3|A0A1B7XUY3_COLHI	E				Acetyltransferase	NO	False	False	False				
gene_229	tr|H1VBU2|H1VBU2_COLHI	E				F-box domain-containing protein	NO	False	False	False				
gene_2290	tr|A0A1B7YWE7|A0A1B7YWE7_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2291	tr|A0A1B7Y9E5|A0A1B7Y9E5_COLHI	D			Est1 DNA/RNA binding domain [PF10373.12]	Methyltransferase domain-containing protein	NO	False	False	False				
gene_2293	tr|H1V6H6|H1V6H6_COLHI	C	K08141	MFS transporter, SP family, general alpha glucoside:H+ symporter	Sugar (and other) transporter [PF00083.27]	Sugar porter family MFS transporter	NO	False	False	False	K08141	kofam+xlsx		
gene_2296	tr|A0A1B7YR21|A0A1B7YR21_COLHI	D			Phosphorylase superfamily [PF01048.23]	Nucleoside phosphorylase	NO	False	False	False				
gene_2299	tr|A0A1B7XV71|A0A1B7XV71_COLHI	D			Mitochondrial carrier protein [PF00153.30]	Mitochondrial carrier protein	NO	False	False	False				
gene_2300	tr|A0A1B7XWE7|A0A1B7XWE7_COLHI	E				F-box domain-containing protein	NO	False	False	False				
gene_2301	tr|A0A1B7YFJ7|A0A1B7YFJ7_COLHI	E				DUF7730 domain-containing protein	NO	False	False	False				
gene_2305	tr|A0A1B7YT42|A0A1B7YT42_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2307	tr|A0A1B7XYE4|A0A1B7XYE4_COLHI	E				Integral membrane protein	NO	False	False	False				
gene_2310	tr|A0A1B7XQS6|A0A1B7XQS6_COLHI	D			NB-ARC domain [PF00931.25]; AAA ATPase domain [PF13191.9]	Kinesin light	NO	False	False	False				
gene_2313	tr|H1V9F8|H1V9F8_COLHI	C	K13617	protein phosphatase methylesterase 1 [EC:3.1.1.89]	Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]	Protein phosphatase methylesterase 1	NO	False	False	False	K13617	kofam+xlsx	3.1.1.89	kofam/xlsx->KEGG
gene_2314	tr|A0A1B7YEF6|A0A1B7YEF6_COLHI	E				Ankyrin repeat protein	NO	False	False	False				
gene_2318	tr|A0A1B7YFV2|A0A1B7YFV2_COLHI	E				Integral membrane protein	NO	False	False	False				
gene_2320	tr|A0A1B7YPA6|A0A1B7YPA6_COLHI	D			RNA recognition motif 2 [PF04059.15]	Meiosis protein mei2	NO	False	False	False				
gene_2324	tr|A0A1B7YJN3|A0A1B7YJN3_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2325	tr|H1UVT5|H1UVT5_COLHI	D			Ferritin-like domain [PF13668.9]	Late sexual development protein	NO	False	False	False				
gene_233	tr|H1V4W1|H1V4W1_COLHI	E				Mitochondrial phosphate carrier protein	NO	False	False	False				
gene_2333	tr|A0A1B7YE78|A0A1B7YE78_COLHI	D			Uracil phosphoribosyltransferase [PF14681.9]; AAA domain [PF13207.9]; haloacid dehalogenase-like hydrolase [PF12710.10]	Uracil phosphoribosyltransferase	NO	False	False	False				
gene_2342	tr|H1VAU5|H1VAU5_COLHI	D			Necrosis inducing protein (NPP1) [PF05630.14]	NLP2 protein	NO	False	False	False				
gene_2343	tr|H1VLP9|H1VLP9_COLHI	E				DUF7872 domain-containing protein	NO	False	False	False				
gene_2344	tr|A0A1B7YGJ0|A0A1B7YGJ0_COLHI	D			Glycosyl hydrolases family 43 [PF04616.17]	Glycosyl hydrolase, family 43	NO	False	False	False				
gene_2347	tr|A0A1B7YP62|A0A1B7YP62_COLHI	C	K13511	monolysocardiolipin acyltransferase [EC:2.3.1.-]	Acyltransferase [PF01553.24]	Tafazzin family protein	NO	False	True	False	K13511	kofam+xlsx	2.3.1.-	kofam/xlsx->KEGG
gene_2348	tr|H1VSS3|H1VSS3_COLHI	E				F-box domain-containing protein	NO	False	False	False				
gene_2349	tr|H1VV82|H1VV82_COLHI	D			WSC domain [PF01822.22]	CFEM domain-containing protein	NO	False	False	False				
gene_2354	tr|H1V701|H1V701_COLHI	D			AMP-binding enzyme [PF00501.31]	Non-ribosomal peptide synthetase	NO	False	False	False				
gene_2355	tr|A0A1B7YLL3|A0A1B7YLL3_COLHI	C	K03024	DNA-directed RNA polymerase III subunit RPC7	DNA-directed RNA polymerase III subunit Rpc31 [PF11705.11]	DNA-directed RNA polymerase III subunit	NO	False	False	False	K03024	kofam+xlsx		
gene_2357	tr|A0A1B7XQE0|A0A1B7XQE0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2359	tr|A0A1B7YI18|A0A1B7YI18_COLHI	C	K07442	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	tRNA methyltransferase complex GCD14 subunit [PF08704.13]	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61	NO	False	False	False	K07442	kofam+xlsx	2.1.1.219;2.1.1.220	kofam/xlsx->KEGG
gene_2364	tr|H1V4A0|H1V4A0_COLHI	C	K02575	MFS transporter, NNP family, nitrate/nitrite transporter	Major Facilitator Superfamily [PF07690.19]	Nitrate/nitrite transporter	NO	False	False	False	K02575	kofam+xlsx		
gene_237	tr|H1VWP7|H1VWP7_COLHI	D			Saf4/Yju2 protein [PF04502.16]	Splicing factor YJU2	NO	False	False	False	K28527	kofam		
gene_2370	tr|A0A1B7XY73|A0A1B7XY73_COLHI	D			Fungal specific transcription factor domain [PF04082.21]	Fungal specific transcription factor domain-containing protein	NO	False	False	False				
gene_2371	tr|H1VHH0|H1VHH0_COLHI	D			G protein-coupled glucose receptor regulating Gpa2 [PF11710.11]; Slime mold cyclic AMP receptor [PF05462.14]; G protein-coupled glucose receptor regulating Gpa2 C-term [PF11970.11]	G-protein-coupled receptor 1	NO	False	False	False				
gene_2372	tr|A0A1B7Y4D5|A0A1B7Y4D5_COLHI	D			Fungal specific transcription factor domain [PF11951.11]	Negative acting factor	NO	False	False	False				
gene_2379	tr|H1UYS7|H1UYS7_COLHI	D			Cytochrome P450 [PF00067.25]	N-alkane-inducible cytochrome P450	NO	False	False	False				
gene_2381	tr|A0A1B7XRT1|A0A1B7XRT1_COLHI	C	K05989	alpha-L-rhamnosidase [EC:3.2.1.40]	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain [PF17389.5]; Bacterial alpha-L-rhamnosidase C-terminal domain [PF17390.5]; Amylo-alpha-1,6-glucosidase [PF06202.17]	Bacterial alpha-L-rhamnosidase domain-containing protein	NO	False	False	False	K05989	xlsx	3.2.1.40	kofam/xlsx->KEGG
gene_2386	tr|H1VSA9|H1VSA9_COLHI	D			Sugar (and other) transporter [PF00083.27]	Major facilitator superfamily transporter	NO	False	False	False				
gene_2387	tr|H1VEF4|H1VEF4_COLHI	E				Small secreted protein	NO	False	False	False				
gene_2388	tr|A0A1B7YKP5|A0A1B7YKP5_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2390	tr|A0A1B7YVF4|A0A1B7YVF4_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2391	tr|H1VYB2|H1VYB2_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2392	tr|H1V0Z2|H1V0Z2_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2394	tr|A0A1B7Y3M8|A0A1B7Y3M8_COLHI	D			Meiosis protein SPO22/ZIP4 like [PF08631.13]	Transcriptional regulator	NO	False	False	False	K24574;K27389	kofam		
gene_2398	tr|A0A1B7YDP4|A0A1B7YDP4_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2399	tr|A0A1B7Y4G7|A0A1B7Y4G7_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2401	tr|A0A1B7YHS2|A0A1B7YHS2_COLHI	D			Mycotoxin biosynthesis protein UstYa [PF11807.11]	Thioesterase domain-containing protein	NO	False	False	False				
gene_2402	tr|A0A1B7XUZ8|A0A1B7XUZ8_COLHI	D			AMP-binding enzyme [PF00501.31]; Condensation domain [PF00668.23]; Phosphopantetheine attachment site [PF00550.28]; AMP-binding enzyme C-terminal domain [PF13193.9]	Non-ribosomal peptide synthetase	NO	False	True	False				
gene_2403	tr|H1V4N1|H1V4N1_COLHI	C	K02871	large subunit ribosomal protein L13	Ribosomal protein L13 [PF00572.21]	Large ribosomal subunit protein uL13m	NO	False	False	False	K02871	kofam+xlsx		
gene_2407	tr|A0A1B7Y6H3|A0A1B7Y6H3_COLHI	D			O-methyltransferase domain [PF00891.21]	O-methyltransferase	NO	False	False	False				
gene_2408	tr|A0A1B7YQP2|A0A1B7YQP2_COLHI	C	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	Polysaccharide deacetylase [PF01522.24]; Chitin recognition protein [PF00187.22]; Subtilase family [PF00082.25]	Chitin recognition protein	NO	False	False	False	K22278	kofam+xlsx	3.5.1.104	kofam/xlsx->KEGG
gene_2409	tr|H1VCD1|H1VCD1_COLHI	C	K24976	Trk/Ktr/HKT type cation transporter	Cation transport protein [PF02386.19]	Potassium transport protein	NO	False	False	False	K24976	kofam+xlsx		
