gene	ko	ko_source	ec
gene_6436	K20989	kofam+xlsx	
gene_6437	K20409	kofam+xlsx	
gene_6439	K10688	kofam+xlsx	2.3.2.23;2.3.2.25
gene_6442	K15361	kofam+xlsx	
gene_6452	K05605	kofam+xlsx	3.1.2.4
gene_6453	K19877	kofam+xlsx	
gene_6456	K13342;K14570	kofam+xlsx	3.1.-.-
gene_6459	K26736	kofam	
gene_646	K00223	kofam+xlsx	1.3.1.71
gene_6460	K13291	kofam+xlsx	2.7.7.52
gene_6462	K00641;K18447	kofam+xlsx	2.3.1.31;2.3.1.46;3.6.1.21
gene_6464	K24169	kofam+xlsx	
gene_6466	K10685	kofam+xlsx	6.2.1.45
gene_6468	K12349	kofam+xlsx	3.5.1.23
gene_6472	K05529	kofam+xlsx	2.4.1.232
gene_6475	K12825;K17918	kofam+xlsx	
gene_6476	K03379	xlsx	1.14.13.22
gene_6477	K02935	kofam+xlsx	
gene_6480	K01183	kofam+xlsx	3.2.1.14
gene_6481	K01505	kofam	3.5.99.7
gene_6484	K01012	kofam+xlsx	2.8.1.6
gene_6485	K12871	kofam+xlsx	
gene_6488	K11568	kofam+xlsx	
gene_6489	K02923	kofam+xlsx	
gene_6498	K15153	kofam+xlsx	
gene_65	K23333	kofam+xlsx	2.3.2.27
gene_6501	K08141	kofam+xlsx	
gene_6502	K02327	kofam+xlsx	2.7.7.7
gene_6504	K00077	kofam+xlsx	1.1.1.169
gene_6505	K01262;K18573	kofam+xlsx	3.4.11.26;3.4.11.9
gene_6506	K05772	kofam	
gene_6508	K22278	kofam+xlsx	3.5.1.104
gene_6509	K01945	kofam+xlsx	6.3.4.13
gene_6511	K17425	xlsx	3.1.26.-
gene_6512	K06944	kofam+xlsx	3.6.5.-
gene_6514	K23802	kofam+xlsx	
gene_6517	K03448	xlsx	
gene_6518	K01760;K22530	kofam+xlsx	4.4.1.13
gene_6522	K19365	kofam+xlsx	
gene_6524	K03005	kofam+xlsx	
gene_6526	K09250	kofam+xlsx	
gene_6532	K02149	kofam+xlsx	
gene_6533	K01052	kofam+xlsx	3.1.1.13
gene_6535	K12389	kofam+xlsx	
gene_6540	K01247	kofam+xlsx	3.2.2.21
gene_6544	K01293	kofam+xlsx	3.4.17.4
gene_6545	K17497	kofam+xlsx	5.4.2.8
gene_6549	K10686	kofam+xlsx	6.2.1.64
gene_655	K00107	kofam+xlsx	1.1.3.37
gene_6554	K08139	kofam+xlsx	
gene_6558	K04371	kofam+xlsx	2.7.11.24
gene_6559	K16569	kofam+xlsx	
gene_656	K05841	kofam+xlsx	2.4.1.173
gene_6560	K01698	kofam+xlsx	4.2.1.24
gene_6562	K04551;K08770;K10632;K12158	kofam+xlsx	2.3.2.27
gene_6564	K15255	xlsx	5.6.2.3
gene_6565	K17615	kofam+xlsx	3.1.3.16
gene_657	K06867;K23504	kofam+xlsx	
gene_6572	K01225	kofam+xlsx	3.2.1.91
gene_6574	K07466	kofam+xlsx	
gene_6576	K10875	kofam+xlsx	5.6.2.-
gene_6577	K05954	kofam+xlsx	2.5.1.58
gene_6579	K12626	kofam+xlsx	
gene_658	K03959	kofam+xlsx	
gene_6580	K06004	xlsx	3.4.23.18
gene_6584	K08504	kofam+xlsx	
gene_6586	K20346	kofam+xlsx	
gene_6589	K01610	kofam+xlsx	4.1.1.49
gene_6595	K17686	kofam+xlsx	7.2.2.8
gene_6597	K00249	kofam+xlsx	1.3.8.7
gene_6598	K03265	kofam+xlsx	
gene_6602	K11811	kofam+xlsx	
gene_6610	K08513	kofam+xlsx	
gene_6614	K19806	kofam+xlsx	3.1.3.48
gene_6615	K20304	kofam+xlsx	
gene_6619	K08158	kofam+xlsx	
gene_6624	K15029	kofam+xlsx	
gene_6627	K11270	kofam+xlsx	
gene_6629	K01890	kofam+xlsx	6.1.1.20
gene_6630	K12601	kofam+xlsx	
gene_6632	K01530	xlsx	7.6.2.1
gene_6635	K27383	kofam	
gene_6636	K25866	kofam	
gene_6638	K10994	xlsx	3.1.11.2
gene_6640	K01100	kofam+xlsx	3.1.3.37
gene_6641	K17784	kofam+xlsx	
gene_6642	K00505	kofam+xlsx	1.14.18.1
gene_6648	K20308	kofam+xlsx	
gene_665	K00020;K08319	kofam+xlsx	1.1.1.31;1.1.1.411
gene_6656	K12618	kofam+xlsx	3.1.13.-
gene_6658	K00600	xlsx	2.1.2.1
gene_666	K17606	kofam+xlsx	
gene_6660	K08139	kofam+xlsx	
gene_6662	K03424	kofam+xlsx	3.1.21.-
gene_6667	K21752	kofam+xlsx	
gene_6670	K03457;K16841	kofam+xlsx	5.1.99.3
gene_6675	K08192	kofam	
gene_6679	K08711	kofam+xlsx	
gene_668	K03448;K08192	kofam+xlsx	
gene_6683	K22539	kofam+xlsx	4.2.2.2
gene_6685	K00135	kofam+xlsx	1.2.1.16;1.2.1.20;1.2.1.79
gene_669	K09554	kofam+xlsx	
gene_6695	K01023	xlsx	2.8.2.22
gene_6696	K01181	kofam+xlsx	3.2.1.8
gene_6698	K02969	kofam+xlsx	
gene_6702	K12874	kofam+xlsx	
gene_6703	K00003	kofam	1.1.1.3
gene_6706	K00801	kofam+xlsx	2.5.1.21
gene_6708	K00875	kofam+xlsx	2.7.1.47
gene_6709	K18097	kofam+xlsx	1.1.1.156
gene_671	K10389	kofam+xlsx	
gene_6712	K04802;K25703	kofam+xlsx	
gene_6717	K19985	kofam+xlsx	
gene_6718	K14573	kofam+xlsx	
gene_6720	K07101	kofam+xlsx	
gene_6721	K25216	kofam+xlsx	
gene_6725	K00027;K00029	kofam+xlsx	1.1.1.38;1.1.1.40
gene_6726	K04345	kofam+xlsx	2.7.11.11
gene_6728	K23327	kofam+xlsx	
gene_6729	K14327	kofam+xlsx	
gene_673	K11229	kofam+xlsx	2.7.11.25
gene_6732	K23544	kofam+xlsx	
gene_6735	K13333	kofam+xlsx	3.1.1.5
gene_6741	K22134	kofam+xlsx	
gene_6742	K02328	kofam+xlsx	
gene_6744	K01868	kofam+xlsx	6.1.1.3
gene_6745	K03386	kofam+xlsx	1.11.1.24
gene_6746	K08832	xlsx	2.7.11.1
gene_6748	K07126	kofam+xlsx	
gene_6752	K28079	kofam	
gene_6755	K10246	kofam+xlsx	2.3.1.199
gene_6761	K04709	kofam+xlsx	2.3.1.297
gene_6764	K17302	kofam+xlsx	
gene_6766	K10729	kofam+xlsx	
gene_6767	K10838;K12604	kofam+xlsx	
gene_6768	K15105	kofam+xlsx	
gene_6771	K15262	kofam+xlsx	
gene_6772	K00573	kofam+xlsx	2.1.1.77
gene_6774	K01684	kofam+xlsx	4.2.1.6
gene_6778	K19356	kofam+xlsx	1.14.99.54
gene_6779	K06677	kofam+xlsx	
gene_6787	K26752	kofam	
gene_6792	K14522	kofam+xlsx	3.1.26.5
gene_6796	K11135	kofam+xlsx	
gene_6797	K03504;K09704	kofam+xlsx	
gene_6798	K03128	kofam+xlsx	
gene_6800	K02957	kofam+xlsx	
gene_6801	K07238	kofam+xlsx	
gene_6804	K05349;K15920	kofam+xlsx	3.2.1.21;3.2.1.37
gene_6810	K15326	kofam+xlsx	
gene_6815	K13667	xlsx	2.4.1.376;2.4.2.63
gene_6817	K09983	kofam+xlsx	
gene_6818	K22122;K23322	kofam+xlsx	1.-.-.-
gene_682	K14782	kofam+xlsx	
gene_6822	K15530	kofam+xlsx	3.1.1.86
gene_6824	K00763	kofam+xlsx	6.3.4.21
gene_6826	K01137	xlsx	3.1.6.14
gene_683	K15364	kofam+xlsx	
gene_6831	K20498	kofam+xlsx	4.3.1.18
gene_6833	K18123	kofam+xlsx	4.1.3.16
gene_6835	K21292;K23322	kofam+xlsx	1.-.-.-;1.14.14.86
gene_6837	K03164	kofam+xlsx	5.6.2.2
gene_6838	K21989	kofam+xlsx	
gene_6840	K11584	kofam+xlsx	
gene_6841	K06889;K22574	kofam+xlsx	
gene_6842	K00694	xlsx	2.4.1.12
gene_6843	K10773	kofam+xlsx	3.2.2.-;4.2.99.18
gene_685	K02924	kofam+xlsx	
gene_6854	K00762	kofam+xlsx	2.4.2.10
gene_686	K10437	kofam+xlsx	1.14.14.54
gene_6861	K14848	kofam+xlsx	
gene_6864	K03352	kofam+xlsx	
gene_6866	K04482	kofam+xlsx	
gene_6868	K03544	kofam+xlsx	
gene_6869	K07897	kofam+xlsx	3.6.5.2
gene_6871	K01569	kofam+xlsx	4.1.1.2
gene_6872	K13341	kofam+xlsx	
gene_6873	K01115	kofam+xlsx	3.1.4.4
gene_6880	K15389	kofam+xlsx	
gene_6881	K15100	kofam+xlsx	
gene_6882	K08192	kofam+xlsx	
gene_6883	K05349	kofam+xlsx	3.2.1.21
gene_6884	K14324	kofam+xlsx	
gene_6886	K12829	kofam+xlsx	
gene_6887	K00505	kofam+xlsx	1.14.18.1
gene_6889	K01083	kofam+xlsx	3.1.3.8
gene_6892	K08900	kofam+xlsx	
gene_6894	K01652	kofam+xlsx	2.2.1.6
gene_6898	K05864	kofam+xlsx	5.2.1.8
gene_69	K03254	kofam+xlsx	
gene_690	K01593	kofam+xlsx	4.1.1.105;4.1.1.28
gene_6900	K09478	kofam+xlsx	1.3.8.5
gene_6902	K03145	kofam+xlsx	
gene_6907	K02146	kofam+xlsx	
gene_691	K00228	kofam+xlsx	1.3.3.3
gene_6910	K03236	kofam+xlsx	
gene_6912	K19356	kofam+xlsx	1.14.99.54
gene_6915	K11293	kofam+xlsx	
gene_6917	K10980	kofam	
gene_6919	K27103	kofam	
gene_6921	K22736	kofam+xlsx	
gene_6925	K19356	kofam+xlsx	1.14.99.54
gene_6927	K02541	kofam+xlsx	5.6.2.3
gene_6929	K16261	kofam+xlsx	
gene_6930	K19306	kofam+xlsx	2.1.1.309
gene_6933	K14408	kofam+xlsx	
gene_6935	K26244	kofam	
gene_6939	K03781	kofam+xlsx	1.11.1.6
gene_6945	K23322	kofam+xlsx	1.-.-.-
gene_6947	K02605	kofam+xlsx	
gene_6949	K08192	kofam+xlsx	
gene_6954	K03448;K08192	kofam+xlsx	
gene_6957	K25304	kofam+xlsx	
gene_6959	K14308	kofam+xlsx	
gene_6968	K01873	kofam+xlsx	6.1.1.9
gene_697	K00102;K11699	kofam+xlsx	1.1.2.4;2.7.7.48
gene_6970	K16261	kofam+xlsx	
gene_6973	K15455	kofam+xlsx	
gene_6976	K02540	kofam+xlsx	5.6.2.3
gene_6978	K16044	xlsx	1.1.1.371
gene_698	K23564	kofam+xlsx	
gene_6980	K17301	kofam+xlsx	
gene_6981	K00600	kofam+xlsx	2.1.2.1
gene_6982	K06867	xlsx	
gene_6983	K09702	kofam+xlsx	
gene_6985	K01230	kofam+xlsx	3.2.1.113
gene_699	K00863;K08257	kofam+xlsx	2.7.1.28;2.7.1.29;3.2.1.101;4.6.1.15
gene_6990	K13524	kofam+xlsx	2.6.1.19;2.6.1.22
gene_6994	K17714	kofam+xlsx	
gene_6997	K03365	kofam+xlsx	3.5.4.1;3.5.4.21
gene_700	K18664	kofam+xlsx	5.6.2.6
gene_7002	K22124	kofam+xlsx	1.8.1.-
gene_7003	K22733	kofam+xlsx	
gene_7007	K08711	kofam+xlsx	
gene_701	K12176	kofam+xlsx	
gene_7010	K17669	kofam+xlsx	
gene_7012	K10256	kofam+xlsx	1.14.19.22;1.14.19.6
gene_7016	K03457	kofam+xlsx	
gene_7017	K17560	kofam+xlsx	
gene_7019	K13212	kofam+xlsx	
gene_702	K22479	kofam+xlsx	
gene_7020	K01620	kofam+xlsx	4.1.2.48
gene_7022	K06867	xlsx	
gene_7025	K23678	kofam+xlsx	
gene_7027	K22138	kofam+xlsx	
gene_7028	K04712	kofam+xlsx	1.14.18.5;1.14.19.17
gene_7030	K08192	kofam	
gene_7031	K01183	kofam+xlsx	3.2.1.14
gene_7032	K12393	kofam+xlsx	
gene_7035	K01653	kofam+xlsx	2.2.1.6
gene_7036	K18819	kofam	2.4.1.123
gene_704	K08486	kofam+xlsx	
gene_7040	K16231	kofam+xlsx	
gene_7041	K02867	kofam+xlsx	
gene_7044	K23358	kofam+xlsx	2.3.1.48
gene_7045	K19308	kofam+xlsx	2.1.1.312
gene_7046	K10751	kofam+xlsx	
gene_7048	K10706	kofam+xlsx	5.6.2.3;5.6.2.5
gene_7049	K14568	kofam+xlsx	2.1.1.260
gene_705	K10405	kofam+xlsx	5.6.1.4
gene_7053	K05349	kofam+xlsx	3.2.1.21
gene_7054	K01265	kofam+xlsx	3.4.11.18
gene_7058	K03695	kofam+xlsx	
gene_706	K10689	kofam+xlsx	2.3.2.23
gene_7061	K17776	kofam+xlsx	
gene_7064	K01180	kofam+xlsx	3.2.1.6
gene_7065	K11093	kofam+xlsx	
gene_7067	K00637	kofam+xlsx	2.3.1.26
gene_7070	K04095	kofam	2.7.7.108
gene_7071	K03234	kofam+xlsx	
gene_7072	K00997	kofam	2.7.8.7
gene_7075	K02331	kofam+xlsx	2.7.7.7
gene_7076	K03136	kofam+xlsx	
gene_7077	K03456	kofam+xlsx	
gene_7078	K00417	kofam+xlsx	
gene_7083	K12373	kofam+xlsx	3.2.1.52
gene_7087	K00505	kofam+xlsx	1.14.18.1
gene_709	K06203	kofam	
gene_7090	K03575	kofam+xlsx	3.2.2.31
gene_7094	K03885;K14550	kofam+xlsx	1.6.5.9
gene_7096	K13333	kofam+xlsx	3.1.1.5
gene_7097	K00654	kofam+xlsx	2.3.1.50
gene_7098	K14795	kofam+xlsx	
gene_710	K18106	kofam+xlsx	1.1.1.-
gene_7100	K15429	kofam+xlsx	2.1.1.228
gene_7106	K09704;K20291	kofam+xlsx	
gene_7107	K11131	kofam+xlsx	5.4.99.-
gene_7109	K22817	kofam+xlsx	2.3.2.27
gene_7110	K23516	kofam+xlsx	1.14.11.48
gene_7111	K10731	kofam+xlsx	
gene_7116	K27398	kofam	
gene_7119	K00759	kofam+xlsx	2.4.2.7
gene_7120	K15902	kofam+xlsx	
gene_7121	K19564	kofam+xlsx	
gene_7124	K11805	kofam+xlsx	
gene_7125	K08192	kofam	
gene_7127	K24664	kofam+xlsx	
gene_713	K03848	kofam+xlsx	2.4.1.267
gene_7130	K13201	kofam+xlsx	
gene_7133	K25879	kofam+xlsx	1.1.1.10
gene_7134	K11324	kofam+xlsx	
gene_7135	K18042	kofam+xlsx	
gene_7139	K03457	kofam+xlsx	
gene_7141	K12857	kofam+xlsx	
gene_7143	K01953	kofam+xlsx	6.3.5.4
gene_7145	K19828	kofam+xlsx	
gene_7151	K22134	kofam+xlsx	
gene_7152	K13337	kofam+xlsx	
gene_7153	K09705	kofam	
gene_7157	K14213	kofam+xlsx	3.4.13.9
gene_7158	K17086	kofam+xlsx	
gene_7161	K13299	xlsx	2.5.1.18
gene_7167	K03136;K06636	kofam+xlsx	
gene_7169	K20279	kofam+xlsx	3.1.3.36
gene_7170	K23336	kofam+xlsx	
gene_7173	K02906	kofam+xlsx	
gene_7175	K03574;K28507	kofam+xlsx	3.6.1.55
gene_7178	K17815	kofam+xlsx	3.1.-.-
gene_7182	K05528	kofam	2.4.1.232
gene_7186	K14209	kofam+xlsx	
gene_7189	K09527	kofam+xlsx	
gene_719	K13985	kofam+xlsx	3.1.4.54
gene_7192	K23504	kofam+xlsx	
gene_7194	K12581	kofam+xlsx	
gene_7197	K20361	kofam+xlsx	
gene_72	K07077	kofam+xlsx	
gene_7200	K02962	kofam+xlsx	
gene_7202	K10215	kofam+xlsx	1.14.13.-
gene_7205	K03754	kofam+xlsx	
gene_7206	K01536	kofam+xlsx	7.2.2.-;7.2.2.3
gene_7207	K00844	kofam+xlsx	2.7.1.1
gene_7208	K04708	kofam+xlsx	1.1.1.102
gene_7213	K27384	kofam	
gene_7214	K17623	kofam+xlsx	3.1.3.96
gene_7220	K00074	kofam+xlsx	1.1.1.157
gene_7221	K12812	kofam+xlsx	5.6.2.7
gene_7226	K15631	kofam+xlsx	2.8.1.9
gene_723	K10949	kofam+xlsx	
gene_7231	K19267	xlsx	1.6.5.2
gene_7233	K07241	kofam+xlsx	
gene_7236	K11493	kofam+xlsx	
gene_7237	K10428	kofam+xlsx	
gene_7241	K01176	kofam+xlsx	3.2.1.1
gene_7245	K14709	kofam+xlsx	
gene_7247	K13525	kofam+xlsx	
gene_7253	K03241	kofam+xlsx	
gene_7255	K00227	kofam+xlsx	1.14.19.20
gene_7256	K22685	kofam+xlsx	3.4.24.-
gene_7257	K20372	kofam+xlsx	
gene_7259	K01438	kofam	3.5.1.16
gene_726	K24279	kofam+xlsx	3.1.1.121
gene_7261	K10438	kofam+xlsx	1.14.13.63
gene_7270	K10643	kofam+xlsx	2.3.2.27
gene_7271	K03964	kofam+xlsx	
gene_7272	K08287	kofam+xlsx	2.7.12.1
gene_7275	K03263	kofam+xlsx	
gene_7281	K23322	kofam+xlsx	1.-.-.-
gene_7286	K25079	kofam+xlsx	
gene_729	K03660	kofam+xlsx	3.2.2.-;4.2.99.18
gene_7290	K20498	kofam+xlsx	4.3.1.18
gene_7291	K04070;K10884	kofam+xlsx	1.97.1.4
gene_7293	K00306	xlsx	1.5.3.1;1.5.3.7
gene_7297	K00535	kofam	1.18.1.-
gene_7298	K05285	kofam+xlsx	2.7.-.-
gene_73	K01536	kofam+xlsx	7.2.2.-;7.2.2.3
gene_7301	K12816;K20368	kofam+xlsx	
gene_7303	K14851	kofam+xlsx	
gene_7305	K12831	kofam+xlsx	
gene_7306	K01530;K14802	kofam+xlsx	7.6.2.1
gene_7307	K10531	kofam+xlsx	1.14.13.195;1.14.13.196
gene_7316	K05349	kofam+xlsx	3.2.1.21
gene_7317	K10703	kofam+xlsx	4.2.1.134
gene_7318	K17066	kofam+xlsx	1.1.3.13
gene_7320	K06867	xlsx	
gene_7327	K08832	kofam+xlsx	2.7.11.1
gene_7336	K19791	kofam+xlsx	
gene_7338	K14401	kofam+xlsx	
gene_7341	K14839	kofam+xlsx	
gene_7342	K09252	kofam+xlsx	3.1.1.73
gene_7343	K16196	kofam+xlsx	2.7.11.1
gene_7348	K20180	kofam+xlsx	
gene_735	K02355	kofam+xlsx	
gene_7350	K17842	kofam+xlsx	1.13.11.59
gene_7353	K00993;K17267	kofam+xlsx	2.7.8.1
gene_7354	K11553	kofam+xlsx	
gene_7355	K01301	kofam+xlsx	3.4.17.21
gene_7359	K00505	kofam+xlsx	1.14.18.1
gene_736	K00729	kofam+xlsx	2.4.1.117
gene_7361	K01568;K06963;K17783	kofam+xlsx	1.8.3.2;4.1.1.1
gene_7363	K02309	kofam+xlsx	
gene_7365	K17764	kofam+xlsx	
gene_7374	K28035	kofam	2.7.11.1
gene_7378	K05972	kofam+xlsx	3.1.1.72
gene_7381	K09413	kofam+xlsx	
gene_7382	K15042	kofam+xlsx	
gene_7393	K01755	kofam+xlsx	4.3.2.1
gene_7396	K08192	kofam	
gene_7398	K12847	kofam+xlsx	
gene_740	K17878	kofam+xlsx	2.1.1.-
gene_7401	K10582	kofam+xlsx	2.3.2.23
gene_7403	K02880	kofam+xlsx	
gene_7404	K11665	kofam+xlsx	5.6.2.-
gene_7405	K05287	kofam+xlsx	
gene_7407	K01537;K05853	kofam+xlsx	7.2.2.10
gene_7413	K08502	kofam+xlsx	
gene_7414	K01279	kofam+xlsx	3.4.14.9
gene_7416	K06685	xlsx	
gene_7417	K00077;K17665	kofam+xlsx	1.1.1.169
gene_742	K00764	kofam+xlsx	2.4.2.14
gene_7423	K01557	kofam+xlsx	3.7.1.5
gene_7427	K01273	kofam+xlsx	3.4.13.19
gene_7428	K12849	kofam+xlsx	
gene_7429	K13076	kofam+xlsx	1.14.19.18
gene_743	K00963	kofam+xlsx	2.7.7.9
gene_7430	K18372	xlsx	3.1.1.114
gene_7439	K08257;K08900	kofam+xlsx	3.2.1.101
gene_744	K00505	kofam+xlsx	1.14.18.1
gene_7443	K00800;K01735;K13830	kofam+xlsx	1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4
gene_7444	K01443	kofam+xlsx	3.5.1.25
gene_7448	K24194	kofam	
gene_745	K08576	kofam+xlsx	3.4.22.-
gene_7450	K01230	xlsx	3.2.1.113
gene_7453	K01535	kofam+xlsx	7.1.2.1
gene_7455	K05290	kofam+xlsx	
gene_746	K08095	kofam+xlsx	3.1.1.74
gene_7461	K20205	kofam+xlsx	1.11.1.13
gene_7462	K24939	kofam+xlsx	
gene_7464	K14679	kofam+xlsx	6.5.1.3
gene_7466	K00637	kofam+xlsx	2.3.1.26
gene_747	K21766	kofam+xlsx	
gene_7471	K01640;K02147	kofam+xlsx	4.1.3.4
gene_7472	K06875	kofam+xlsx	
gene_7473	K01265	kofam+xlsx	3.4.11.18
gene_7476	K18738	kofam+xlsx	
gene_7478	K19564;K28029;K28030	kofam+xlsx	
gene_7479	K01081	kofam+xlsx	3.1.3.5
gene_748	K20872	kofam+xlsx	2.7.11.1
gene_7480	K02902	kofam+xlsx	
gene_7483	K10694	kofam+xlsx	2.3.2.27
gene_7487	K03113;K03352	kofam+xlsx	
gene_7489	K00682	xlsx	4.3.2.9
gene_7490	K05925	kofam	2.1.1.348
gene_7491	K02864	kofam+xlsx	
gene_7492	K02216	kofam+xlsx	2.7.11.1
gene_7493	K06929	xlsx	
gene_7498	K11667	kofam+xlsx	
gene_7499	K05928	xlsx	2.1.1.95
gene_750	K03250	kofam+xlsx	
gene_7505	K03247	kofam+xlsx	
gene_7509	K01637	kofam+xlsx	4.1.3.1;4.1.3.30
gene_7511	K08493	kofam+xlsx	
gene_7512	K05349;K15920	kofam+xlsx	3.2.1.21;3.2.1.37
gene_7513	K01792	kofam+xlsx	5.1.3.15
gene_7516	K22539	kofam+xlsx	4.2.2.2
gene_7519	K15272	kofam+xlsx	
gene_7520	K23567	kofam+xlsx	
gene_7522	K09252	kofam	3.1.1.73
gene_7523	K00851	kofam+xlsx	2.7.1.12
gene_7524	K01183	kofam+xlsx	3.2.1.14
gene_7529	K23563	kofam+xlsx	
gene_7531	K11267	kofam+xlsx	
gene_7536	K11595	kofam+xlsx	
gene_7542	K11843	kofam+xlsx	3.4.19.12
gene_7545	K17943	xlsx	
gene_7547	K01537	kofam+xlsx	7.2.2.10
gene_7548	K17434	kofam+xlsx	
gene_7550	K18278	kofam+xlsx	
gene_7554	K17862	kofam+xlsx	1.13.11.62
gene_7556	K08711	kofam+xlsx	
gene_7558	K21890	kofam+xlsx	
gene_7559	K17991	kofam+xlsx	1.11.2.3
gene_7562	K02728	kofam+xlsx	3.4.25.1
gene_7567	K03750;K15376;K24104	kofam+xlsx	2.10.1.1;2.7.7.75
gene_7569	K13289	kofam	3.4.16.5
gene_757	K13125	kofam+xlsx	
gene_7574	K18655	kofam+xlsx	5.6.2.7
gene_7576	K07246	kofam+xlsx	1.1.1.83;1.1.1.93;4.1.1.73
gene_7580	K01689	kofam+xlsx	4.2.1.11
gene_7582	K02960	kofam+xlsx	
gene_7583	K18064	kofam+xlsx	
gene_7585	K01641	kofam+xlsx	2.3.3.10
gene_7589	K14960	xlsx	
gene_7591	K04564	kofam+xlsx	1.15.1.1
gene_7592	K12852	kofam+xlsx	
gene_7595	K04499	kofam+xlsx	5.6.2.4
gene_7598	K16842	kofam+xlsx	3.5.2.5
gene_7604	K01555	kofam+xlsx	3.7.1.2
gene_7608	K08515	kofam+xlsx	
gene_761	K01426	kofam+xlsx	3.5.1.4
gene_7610	K19787	kofam+xlsx	2.1.1.22
gene_7611	K03695	xlsx	
gene_7612	K00528;K11649;K18914	kofam+xlsx	1.18.1.2;1.18.1.6;1.19.1.1
gene_7616	K01613	xlsx	4.1.1.65
gene_7618	K15117	kofam+xlsx	
gene_7619	K18466	kofam+xlsx	
gene_762	K08192	kofam+xlsx	
gene_7620	K00850	kofam+xlsx	2.7.1.11
gene_7621	K12821	kofam+xlsx	
gene_7627	K20410	kofam+xlsx	
gene_7629	K02863	kofam+xlsx	
gene_7630	K23978	kofam+xlsx	3.1.1.112
gene_7631	K05609	kofam+xlsx	3.4.19.12
gene_7638	K23481	kofam+xlsx	
gene_7640	K23541	kofam+xlsx	
gene_7641	K18730	kofam+xlsx	
gene_7642	K00854	kofam+xlsx	2.7.1.17
gene_7645	K10981	kofam+xlsx	2.7.7.7
gene_7646	K03439;K17887	kofam+xlsx	2.1.1.33
gene_7648	K09584	kofam+xlsx	5.3.4.1
gene_7653	K10398	kofam+xlsx	
gene_7654	K00560	kofam+xlsx	2.1.1.45
gene_7655	K11360	kofam+xlsx	
gene_7657	K00658	kofam+xlsx	2.3.1.61
gene_7658	K02996	kofam+xlsx	
gene_7659	K03008;K14209	kofam+xlsx	
gene_766	K05546	kofam+xlsx	3.2.1.207
gene_7662	K18749	kofam+xlsx	
gene_7667	K09022	xlsx	3.5.99.10
gene_7669	K02875	kofam+xlsx	
gene_7670	K08832	xlsx	2.7.11.1
gene_7671	K01277	kofam+xlsx	3.4.14.4
gene_7676	K00128;K00135	kofam+xlsx	1.2.1.16;1.2.1.20;1.2.1.3;1.2.1.79
gene_7680	K23519	xlsx	3.7.1.24
gene_7682	K03448	kofam+xlsx	
gene_7683	K02876	kofam+xlsx	
gene_7684	K00804	kofam+xlsx	2.5.1.1;2.5.1.10;2.5.1.29
gene_7686	K03844	kofam+xlsx	2.4.1.131
gene_7689	K03122	kofam+xlsx	
gene_7690	K01069;K16912	kofam+xlsx	3.1.2.6
gene_7691	K13775	kofam+xlsx	
gene_7693	K02110;K02128	kofam+xlsx	
gene_7697	K02135	kofam+xlsx	
gene_7700	K21631	kofam	
gene_7701	K05236	kofam+xlsx	
gene_7703	K19708	kofam+xlsx	3.1.3.16;3.1.3.43
gene_7709	K00161;K03361	kofam+xlsx	1.2.4.1
gene_771	K14950	kofam+xlsx	7.2.2.-
gene_7719	K22745	kofam+xlsx	
gene_772	K01104	kofam+xlsx	3.1.3.48
gene_7723	K14263	kofam+xlsx	3.5.1.9
gene_7726	K01752	kofam+xlsx	4.3.1.17
gene_7727	K01412;K23787	kofam+xlsx	2.3.2.27;3.4.24.64
gene_7732	K05994	kofam+xlsx	3.4.11.10
gene_7734	K03217	kofam+xlsx	
gene_7738	K15115	kofam+xlsx	
gene_7744	K14558	kofam+xlsx	
gene_7746	K06276;K11650	kofam+xlsx	2.7.11.1
gene_7747	K12878	kofam+xlsx	
gene_7748	K14861	kofam+xlsx	
gene_7749	K05811;K20950	kofam	
gene_775	K00799	kofam+xlsx	2.5.1.18
gene_7750	K19366	kofam+xlsx	
gene_7752	K14338	kofam+xlsx	1.14.14.1;1.6.2.4
gene_7754	K01077	kofam+xlsx	3.1.3.1
gene_7755	K11718	kofam+xlsx	2.4.1.-
gene_7756	K03978;K14816	kofam+xlsx	
gene_7758	K18159	xlsx	
gene_7761	K01183	kofam+xlsx	3.2.1.14
gene_7762	K00797	kofam+xlsx	2.5.1.16
gene_7767	K14570	kofam+xlsx	3.1.-.-
gene_7768	K20205	xlsx	1.11.1.13
gene_778	K17807	kofam+xlsx	
gene_7782	K22684	kofam+xlsx	3.4.22.-
gene_7788	K00698	kofam+xlsx	2.4.1.16
gene_779	K02214	kofam+xlsx	2.7.11.1
gene_7793	K09703	kofam+xlsx	
gene_7794	K01178	kofam+xlsx	3.2.1.3
gene_7796	K18156	kofam+xlsx	3.4.24.-
gene_7797	K00326;K23490	kofam+xlsx	1.6.2.2
gene_7798	K02901	kofam+xlsx	
gene_7799	K10577	kofam+xlsx	
gene_780	K00297;K25004	kofam+xlsx	1.5.1.53;1.5.1.54
gene_7801	K04705;K08331	kofam+xlsx	
gene_7803	K19355	kofam+xlsx	3.2.1.78
gene_781	K02948	kofam+xlsx	
gene_7811	K14684	kofam+xlsx	
gene_7813	K01194;K01620	kofam+xlsx	3.2.1.28;4.1.2.48
gene_7818	K25815	kofam+xlsx	
gene_7819	K19833	kofam+xlsx	2.7.11.1
